start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,103,53,50,17,14,21,17,15,14,19,32,29,15,27
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Broadcasters,13,11,2,2,2,3,4,2,3,1,4,3,2,5
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Other,9,3,6,0,0,1,2,1,2,3,3,4,1,2
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),,0,,0,0,0,0,,0,0,0,0,0,
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Sky,2,2,0,0,0,0,1,0,0,1,0,0,1,1
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from UK Government website/ email/ text/ post,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Red-top tabloids” such as The Sun or Mirror ( online ),1,1,0,0,0,0,0,1,0,0,1,0,0,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,ITV,1,1,0,0,0,0,0,0,0,1,0,0,1,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,0,0,0,0,1,0,0,0,0,0,1,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Smart speaker (e.g. Amazon Echo, Google Home)",1,1,0,0,0,0,1,0,0,0,0,0,1,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Channel 5,1,1,0,0,0,0,1,0,0,0,1,0,0,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Celebrity and/or social media influencer,1,1,0,0,0,0,0,0,1,0,0,0,1,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,103,53,50,17,14,21,17,15,14,19,32,29,15,27
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,ITV Wales,1,1,0,0,0,0,0,0,1,0,0,0,1,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Magazines,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Snapchat,1,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Mid-market tabloids” such as MailOnline or Express ( online ),1,1,1,0,0,0,0,1,0,1,1,0,0,1
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Email,2,2,0,0,0,0,2,0,0,0,0,0,1,1
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Facebook messenger,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2020-08-07,2020-08-09,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Facebook (Facebook and Facebook Messenger),52,26,26,10,10,8,10,8,9,9,14,13,10,15
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Unweighted base,128,72,56,15,15,33,26,12,19,23,29,37,33,29
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Traditional media,17,13,4,1,1,6,1,,1,8,5,7,4,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,BBC - Online/ app,2,2,0,0,0,2,0,0,0,1,2,0,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Email,2,2,0,0,0,1,0,0,0,1,0,1,0,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,123,68,55,15,15,34,25,10,17,23,29,38,27,29
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Commercial Radio,2,1,1,1,1,1,0,0,0,0,0,1,0,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Channel 5,2,2,0,0,0,2,0,0,0,0,1,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Celebrity and/or social media influencer,2,1,1,0,0,2,0,0,0,0,1,0,0,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Facebook messenger,3,3,0,1,1,1,1,0,0,0,3,0,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Sky,3,3,0,0,0,3,0,0,0,0,1,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Community radio,3,2,1,1,1,1,1,0,0,0,1,1,0,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Red-top tabloids” such as The Sun or Mirror ( online ),3,3,0,0,0,2,1,0,0,1,1,2,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,ITV,4,2,2,0,0,1,0,,0,2,0,3,,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Channel 4,4,3,1,0,0,2,0,0,0,1,2,1,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Apple iMessage,2,2,0,0,0,1,1,0,0,0,2,0,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Unspecified social media,5,3,2,1,1,1,2,0,1,0,2,2,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,BBC - TV,7,5,2,0,0,2,0,,1,3,2,4,,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,123,68,55,15,15,34,25,10,17,23,29,38,27,29
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,WhatsApp group(s),7,5,2,1,1,3,0,,2,1,2,2,3,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,People in your local area/neighbourhood,8,3,4,0,0,1,2,0,2,2,2,3,2,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",8,6,2,0,0,4,1,0,3,0,2,1,3,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,WhatsApp,8,8,,1,1,3,1,,1,2,2,2,2,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Websites or apps that bring together news from different news providers,9,4,4,0,0,2,4,0,3,0,1,2,4,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,YouTube,9,6,3,2,2,3,2,1,1,0,3,3,2,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Search engine (e.g. Google),10,4,7,1,1,4,1,1,1,2,3,3,1,4
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Twitter,16,11,5,6,6,5,3,1,0,1,6,7,2,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Facebook,59,29,30,6,6,18,18,3,8,6,14,16,13,15
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,123,68,55,15,15,34,25,10,17,23,29,38,27,29
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Instagram,5,4,1,1,1,2,2,0,0,0,4,0,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,1,,0,0,1,0,,0,0,0,2,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Family and friends directly,12,7,5,0,0,4,2,2,1,3,3,4,2,4
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Advertising,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Magazines,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Family/friends/ local ppl,16,7,9,0,0,4,2,2,4,4,3,5,3,4
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Other online news sources,14,10,5,0,0,4,4,0,5,1,2,3,7,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: WhatsApp (WhatsApp and WhatsApp groups),11,9,2,1,1,5,1,,2,2,4,2,3,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Facebook (Facebook and Facebook Messenger),59,29,30,6,6,18,18,3,8,6,14,16,13,15
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Social Media,72,39,33,10,10,22,19,4,10,7,19,19,18,16
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Officials,3,1,2,0,0,3,0,,0,0,1,2,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Newspapers (printed and online),7,5,1,0,0,2,1,0,0,4,2,3,2,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: BBC services,8,6,2,0,0,3,0,,1,4,2,4,1,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Non-BBC broadcasters,7,5,2,0,0,4,0,,0,3,3,3,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,123,68,55,15,15,34,25,10,17,23,29,38,27,29
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Broadcasters,10,8,2,0,0,4,0,,1,4,4,4,1,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Other,11,6,5,4,4,1,1,1,1,2,1,6,2,2
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Closed groups,9,7,2,1,1,4,1,,2,1,4,2,3,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,0,0,0,0,0,0,0,1,0,0,0,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Official scientists,,0,,0,0,0,0,,0,0,0,,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from Local council website/ email/ text/ post,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Snapchat,1,1,0,1,1,0,1,0,0,0,1,0,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Mid-market tabloids” such as MailOnline or Express ( online ),1,0,1,0,0,0,0,0,0,1,0,0,1,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,123,68,55,15,15,34,25,10,17,23,29,38,27,29
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,BBC - Radio,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),1,1,0,0,0,0,0,0,0,1,0,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,ITV Wales,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from Local health service website/ email/ text/ post,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Podcasts,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from UK Government website/ email/ text/ post,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Broadsheets” such as The Times or Guardian,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2020-09-11,2020-09-13,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,1,0,0,0,0,1,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Broadsheets” such as The Times or Guardian,1,1,0,0,0,0,0,0,1,0,0,1,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Smart speaker (e.g. Amazon Echo, Google Home)",1,1,0,0,0,1,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Channel 5,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",1,1,0,1,1,0,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,BBC - Radio,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from UK Government website/ email/ text/ post,1,1,0,0,0,0,1,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Official scientists,1,1,0,0,0,0,1,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,94,64,31,25,23,22,15,8,8,16,38,18,18,20
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from Local health service website/ email/ text/ post,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Podcasts,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Email,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Officials,4,3,1,3,3,0,1,0,1,0,2,1,2,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Broadcasters,10,6,3,6,6,2,0,0,0,1,3,0,5,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Non-BBC broadcasters,4,4,0,3,3,1,0,0,0,0,1,0,2,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: BBC services,8,5,3,5,5,2,0,0,0,1,3,0,3,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Newspapers (printed and online),2,1,1,0,0,1,0,0,1,1,1,1,0,1
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Social Media,55,39,16,18,18,15,8,7,3,5,22,10,12,11
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Facebook (Facebook and Facebook Messenger),37,24,13,9,9,14,2,7,2,4,14,7,10,6
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: WhatsApp (WhatsApp and WhatsApp groups),4,2,3,4,4,0,,0,0,0,2,2,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Closed groups,4,1,3,3,3,0,,0,0,0,1,2,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,94,64,31,25,23,22,15,8,8,16,38,18,18,20
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Magazines,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Other online news sources,13,11,3,2,2,4,4,2,0,1,10,2,1,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Other,10,6,4,0,0,0,3,2,1,4,4,2,0,4
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),2,1,1,0,0,1,0,0,0,1,1,0,0,1
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,WhatsApp,4,2,2,4,4,0,0,0,0,0,2,2,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Community radio,2,2,0,2,2,0,0,0,0,0,0,0,2,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Family/friends/ local ppl,10,6,4,3,3,2,2,,0,3,2,2,2,4
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Unweighted base,93,61,32,21,20,22,16,10,7,17,37,20,14,22
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,94,64,31,25,23,22,15,8,8,16,38,18,18,20
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Facebook,37,24,13,9,9,14,2,7,2,4,14,7,10,6
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Twitter,17,13,4,7,7,1,5,1,1,2,7,5,2,3
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,YouTube,14,8,5,6,5,3,0,2,1,2,5,2,4,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Search engine (e.g. Google),11,10,1,3,3,3,2,0,2,1,4,2,2,3
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Websites or apps that bring together news from different news providers,11,8,3,2,2,4,3,0,0,1,7,2,1,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Family and friends directly,8,4,4,3,3,2,1,,0,3,1,2,2,3
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,BBC - TV,8,5,3,5,5,2,0,0,0,1,3,0,3,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Instagram,6,4,2,5,5,1,0,0,0,0,1,2,1,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,94,64,31,25,23,22,15,8,8,16,38,18,18,20
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Snapchat,6,4,2,4,4,2,0,0,0,0,3,2,1,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Weighted base,94,64,31,25,23,22,15,8,8,16,38,18,18,20
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,WhatsApp group(s),4,1,3,3,3,0,,0,0,0,1,2,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Commercial Radio,3,3,0,2,2,1,0,0,0,0,1,0,2,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Direct from World Health Organisation (WHO) website/ email/ text/ post,3,2,1,2,2,0,0,0,1,0,0,1,2,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Celebrity and/or social media influencer,3,2,1,2,2,0,1,0,0,0,2,1,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Sky,3,3,0,2,2,1,0,0,0,0,1,0,0,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",3,3,0,0,0,0,1,2,0,0,3,0,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Facebook messenger,2,0,2,2,2,0,0,0,0,0,0,2,0,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,BBC - Online/ app,2,0,2,2,2,0,0,0,0,0,0,0,2,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,People in your local area/neighbourhood,2,2,,1,1,,1,0,0,0,1,,0,1
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,ITV,2,2,0,2,2,0,0,0,0,0,0,0,2,0
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,Unspecified social media,4,2,2,2,2,1,1,0,0,0,1,0,1,2
2020-10-09,2020-10-11,source_of_theory_linking_coronavirus_to_5g_technology_reported_as_true,NET: Traditional media,14,10,4,6,6,5,0,0,1,2,5,2,5,2
