start_date,end_date,question,response,facebook,twitter,instagram,snapchat,youtube,whatsapp,whatsapp_group,facebook_messenger,apple_imessage,search_engine
2020-06-12,2020-06-15,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,26,8,5,3,15,4,5,6,1,23
2020-06-12,2020-06-15,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,264,119,85,35,40,97,75,53,11,0
2020-06-12,2020-06-15,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",110,75,33,26,46,14,9,13,6,83
2020-06-12,2020-06-15,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,552,276,161,61,207,142,101,92,21,339
2020-06-12,2020-06-15,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,558,291,177,76,205,154,115,97,24,348
2020-06-12,2020-06-15,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",292,175,67,21,96,43,24,27,13,257
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,514,297,125,44,193,120,72,81,25,344
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",252,193,39,16,81,31,9,18,4,229
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",55,42,13,0,26,9,9,5,4,36
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",123,74,20,14,49,14,5,9,2,71
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,267,111,61,18,33,79,46,54,10,0
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,141,150,41,8,68,14,12,6,2,0
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,520,305,131,42,189,114,72,80,20,338
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",247,178,56,17,83,31,17,20,13,237
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,257,103,57,12,33,56,49,36,8,0
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,139,102,42,7,32,12,7,6,0,0
2020-06-19,2020-06-21,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,31,10,8,2,12,7,2,3,0,33
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",187,119,40,11,41,11,11,17,2,209
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,78,74,21,2,18,4,5,4,1,0
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,85,96,25,5,43,9,2,7,0,0
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,143,82,26,4,16,35,24,27,5,0
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,30,12,6,7,12,3,2,5,1,39
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,415,210,84,27,136,74,50,64,13,311
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,399,217,90,29,130,79,51,66,12,322
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,136,74,30,10,21,43,22,31,5,0
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",178,116,29,13,49,10,9,13,3,196
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",30,24,6,0,15,7,4,5,2,36
2020-08-07,2020-08-09,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",79,44,15,2,21,10,2,3,2,58
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,246,88,56,15,47,78,67,64,10,0
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,116,86,36,4,43,13,14,13,2,0
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,123,103,44,11,58,19,22,13,4,0
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,248,82,44,10,45,53,47,45,6,0
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",32,36,15,2,39,8,5,5,2,25
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",101,60,21,12,48,8,13,13,4,52
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,40,17,12,5,12,8,4,9,1,40
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",285,152,56,12,85,25,16,35,5,205
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,561,259,140,49,187,127,97,107,24,312
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,560,263,135,43,186,121,89,100,23,315
2020-09-11,2020-09-13,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",276,142,56,18,78,29,17,30,7,191
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,200,91,50,12,32,83,54,54,15,0
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",105,58,37,25,40,9,15,8,8,101
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",42,36,20,9,39,11,7,11,,39
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",249,136,51,26,82,17,12,13,9,233
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,99,112,43,10,57,15,7,11,2,0
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",238,139,65,18,73,23,10,26,8,253
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,500,263,149,54,186,140,93,100,30,354
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,502,250,137,45,184,135,84,91,27,351
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,216,91,49,10,32,63,61,39,4,0
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,34,24,15,2,12,9,3,7,3,31
2020-10-09,2020-10-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,105,84,43,5,37,16,15,14,0,0
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",99,56,28,17,25,8,12,4,5,53
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,115,86,36,4,45,13,18,14,2,0
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,41,16,14,6,17,16,5,3,2,32
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,214,95,53,14,25,62,54,35,9,0
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,227,86,68,14,28,66,72,50,12,0
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,128,109,46,8,50,21,11,12,2,0
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",250,153,39,11,58,20,15,11,4,201
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",234,156,50,17,57,23,15,12,6,227
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,496,261,139,46,163,131,102,76,22,314
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",41,33,11,5,35,12,7,11,1,39
2020-11-06,2020-11-08,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,493,268,130,37,153,122,97,72,20,306
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,231,90,52,18,33,88,47,53,7,0
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,30,14,9,9,17,11,2,2,3,26
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,109,85,32,5,25,16,10,15,3,0
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,122,121,41,10,50,19,18,21,3,0
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,187,93,48,12,29,51,38,40,2,0
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",41,34,22,10,32,14,7,14,4,24
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",238,154,49,23,72,22,14,22,3,195
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",236,142,61,19,60,20,14,18,3,213
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,510,282,134,59,165,136,73,91,17,301
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,487,277,133,51,178,137,74,92,18,300
2020-12-04,2020-12-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",97,58,27,20,33,12,10,5,5,67
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",277,165,81,17,83,37,33,32,12,234
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",231,153,60,26,67,29,31,30,11,198
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",107,54,30,11,36,18,15,18,9,63
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,182,97,61,16,41,81,68,60,15,0
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,491,278,168,46,180,147,108,95,23,320
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,188,95,61,14,34,79,64,43,13,0
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,119,104,54,11,68,24,25,27,9,0
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,106,88,44,12,46,30,24,16,7,0
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,32,19,13,2,16,6,4,3,0,27
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,487,271,159,42,179,129,94,85,20,314
2021-01-15,2021-01-17,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",57,38,22,7,43,21,9,19,5,34
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,37,9,11,4,8,4,2,2,1,25
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",87,55,41,20,36,24,14,15,7,64
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",37,36,27,9,41,22,13,16,7,44
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",233,142,58,24,84,29,25,21,8,195
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",255,151,68,25,90,23,16,27,5,223
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,488,244,165,59,185,126,93,89,23,307
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,470,237,146,52,184,117,85,78,21,292
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,103,72,34,7,24,10,16,11,3,0
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,196,62,62,13,26,70,51,27,11,0
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,119,92,44,15,48,10,7,11,2,0
2021-02-12,2021-02-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,210,71,71,20,35,62,56,33,12,0
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",256,134,59,13,77,23,19,14,3,208
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,508,240,157,47,187,131,66,94,20,322
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",106,66,35,15,44,7,5,14,7,72
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,233,82,68,27,29,79,33,58,10,0
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,221,76,63,13,40,54,28,32,6,0
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,126,106,45,10,68,21,10,12,3,0
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",280,136,70,14,79,35,13,22,5,241
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,517,241,162,55,193,137,63,99,21,321
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",43,29,17,4,35,12,5,13,2,35
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,113,82,30,6,41,8,9,8,2,0
2021-03-12,2021-03-14,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,27,10,9,2,16,8,0,9,0,24
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,486,280,151,54,211,122,80,91,20,309
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,498,290,165,66,212,131,84,95,21,307
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",259,180,76,23,90,36,25,27,8,218
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",239,163,62,32,107,34,25,28,6,199
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",62,45,25,14,47,22,11,17,5,59
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",88,75,34,25,54,12,14,17,5,74
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,205,90,76,19,46,78,47,47,7,0
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,198,99,60,19,32,59,49,40,8,0
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,102,131,61,11,62,19,18,20,3,0
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,99,97,43,7,34,12,10,17,1,0
2021-04-05,2021-04-11,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,35,16,7,3,10,3,1,4,1,29
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,I don't notice where the information is coming from,31,7,18,9,17,12,2,11,2,22
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you know,158,85,60,15,28,44,28,26,4,0
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you know,160,86,63,17,41,66,47,40,13,0
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",75,67,24,10,30,6,6,6,1,52
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",37,37,26,8,32,14,8,13,3,37
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",214,155,46,14,75,20,15,13,6,185
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,"Directly from official sources such as NHS, Government etc",223,152,57,15,71,23,12,18,8,183
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Weighted base,444,240,151,47,178,111,64,72,22,277
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Unweighted base,437,239,137,38,178,106,58,77,20,258
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Opinions from a person you don't know,87,94,54,12,42,19,11,13,3,0
2021-06-04,2021-06-06,types_of_news/information_seen_on_social_media_and_search_engines_in_last_week:_summary,Facts forwarded/ posted/ shared from a person you don't know,74,79,39,9,33,12,9,10,3,0
